"OBJECTID","Oceans","Regions","SubRegions","Sampling.Method","Microplastics.Measurement.Density","Unit","Density.Class.Range","Concentration.Class","Latitude","Longitude","Date","x","y"
19831,"Pacific Ocean","","","Hand picking",NA,"pieces/10 mins",">200","Very High",43.0792,-124.4353,"30/07/2021",-13852074.233,5324034.675
19964,"Pacific Ocean","","","Hand picking",NA,"pieces/10 mins","2-40","Medium",43.0807,-124.4355,"22/09/2021",-13852096.497,5324263.288
20546,"Pacific Ocean","","","Hand picking",NA,"pieces/10 mins","2-40","Medium",43.0622,-124.4381,"24/01/2022",-13852385.927,5321444.118
19959,"Pacific Ocean","","","Hand picking",NA,"pieces/10 mins","2-40","Medium",43.0737,-124.4375,"20/09/2021",-13852319.136,5323196.475
12364,"Pacific Ocean","","","Manta net",0.062747,"pieces/m3","0.005-1","Medium",43.0982,-129.206,"08/12/2019",-14383146.127,5326925.822
12282,"Pacific Ocean","","","Manta net",0.062741,"pieces/m3","0.005-1","Medium",43.118,-129.1987,"08/12/2019",-14382329.822,5329949.932
12366,"Pacific Ocean","","","Manta net",0.044413,"pieces/m3","0.005-1","Medium",43.1452,-129.1868,"08/12/2019",-14381012.467,5334093.912
12284,"Pacific Ocean","","","Manta net",0.044416,"pieces/m3","0.005-1","Medium",43.1625,-129.18,"08/12/2019",-14380251.821,5336738.803
12283,"Pacific Ocean","","","Manta net",0.036529,"pieces/m3","0.005-1","Medium",43.1403,-129.1883,"08/12/2019",-14381179.446,5333356.412
12365,"Pacific Ocean","","","Manta net",0.036533,"pieces/m3","0.005-1","Medium",43.1223,-129.1965,"08/12/2019",-14382088.592,5330610.753
12363,"Pacific Ocean","","","Manta net",0.228787,"pieces/m3","0.005-1","Medium",42.6082,-129.8947,"07/12/2019",-14459813.753,5252519.776
12281,"Pacific Ocean","","","Manta net",0.228793,"pieces/m3","0.005-1","Medium",42.6236,-129.8772,"07/12/2019",-14457865.662,5254856.866
19109,"Pacific Ocean","","","Hand picking",NA,"pieces/10 mins","2-40","Medium",42.742,-124.4912,"06/02/2021",-13858296.992,5272783.703
10588,"Pacific Ocean","","","Manta net",0.092,"pieces/m3","0.005-1","Medium",42.7969,-128.3858,"20/08/2009",-14291841.881,5281108.873
18921,"Pacific Ocean","","","Hand picking",NA,"pieces/10 mins","2-40","Medium",42.8331,-124.5574,"07/01/2021",-13865666.343,5286602.37
18919,"Pacific Ocean","","","Hand picking",NA,"pieces/10 mins","2-40","Medium",42.8331,-124.5574,"07/01/2021",-13865666.343,5286602.37
19119,"Pacific Ocean","","","Hand picking",NA,"pieces/10 mins","40-200","High",42.833,-124.5567,"20/02/2021",-13865588.419,5286587.19
18993,"Pacific Ocean","","","Hand picking",NA,"pieces/10 mins","40-200","High",42.834,-124.5591,"23/01/2021",-13865855.586,5286738.99
12361,"Pacific Ocean","","","Manta net",0.50676,"pieces/m3","0.005-1","Medium",42.5732,-129.9246,"07/12/2019",-14463142.206,5247229.96
10587,"Pacific Ocean","","","Manta net",0.046,"pieces/m3","0.005-1","Medium",42.3543,-129.4209,"19/08/2009",-14407068.686,5214200.506
12360,"Pacific Ocean","","","Manta net",0.574347,"pieces/m3","0.005-1","Medium",42.215,-130.1567,"07/12/2019",-14488973.894,5193240.008
12278,"Pacific Ocean","","","Manta net",0.574342,"pieces/m3","0.005-1","Medium",42.2288,-130.1415,"07/12/2019",-14487285.511,5195319.391
6370,"Pacific Ocean","","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",42.49,-125.82,"07/08/2002",-14006218.332,5234664.032
12279,"Pacific Ocean","","","Manta net",0.506766,"pieces/m3","0.005-1","Medium",42.586,-129.9135,"07/12/2019",-14461908.341,5249167.632
12280,"Pacific Ocean","","","Manta net",0,"pieces/m3","0-0.0005","Very Low",42.6042,-129.8985,"07/12/2019",-14460236.767,5251917.219
12362,"Pacific Ocean","","","Manta net",0,"pieces/m3","0-0.0005","Very Low",42.59,-129.9106,"07/12/2019",-14461583.733,5249769.862
7936,"Pacific Ocean","","","Neuston net",2.611356,"pieces/m3","1-10","High",40.68,-128.9,"13/07/2010",-14349082.363,4965255.702
8536,"Pacific Ocean","","","Neuston net",0.001808,"pieces/m3","0.0005-0.005","Low",40.68,-128.9,"05/10/2012",-14349082.363,4965255.702
7236,"Pacific Ocean","","","Neuston net",2.611356,"pieces/m3","1-10","High",40.68,-128.9,"28/11/2006",-14349082.363,4965255.702
7736,"Pacific Ocean","","","Neuston net",2.611356,"pieces/m3","1-10","High",40.68,-128.9,"12/04/2009",-14349082.363,4965255.702
8136,"Pacific Ocean","","","Neuston net",2.611356,"pieces/m3","1-10","High",40.68,-128.9,"20/04/2011",-14349082.363,4965255.702
7536,"Pacific Ocean","","","Neuston net",2.611356,"pieces/m3","1-10","High",40.68,-128.9,"26/06/2008",-14349082.363,4965255.702
8236,"Pacific Ocean","","","Neuston net",2.611356,"pieces/m3","1-10","High",40.68,-128.9,"26/07/2011",-14349082.363,4965255.702
7036,"Pacific Ocean","","","Neuston net",2.611356,"pieces/m3","1-10","High",40.68,-128.9,"25/10/2005",-14349082.363,4965255.702
6536,"Pacific Ocean","","","Neuston net",0.194436,"pieces/m3","0.005-1","Medium",40.68,-128.9,"20/07/2003",-14349082.363,4965255.702
12301,"Pacific Ocean","","","Manta net",0.207009,"pieces/m3","0.005-1","Medium",36.0829,-128.6819,"13/09/2018",-14324803.582,4312034.288
12302,"Pacific Ocean","","","Manta net",0.18105,"pieces/m3","0.005-1","Medium",36.0467,-128.8315,"13/09/2018",-14341456.978,4307049.124
10614,"Pacific Ocean","","","Manta net",0.009,"pieces/m3","0.005-1","Medium",36.2544,-126.7121,"27/10/2010",-14105526.449,4335683.119
12300,"Pacific Ocean","","","Manta net",0.128412,"pieces/m3","0.005-1","Medium",36.3438,-127.6827,"12/09/2018",-14213573.147,4348031.426
10615,"Pacific Ocean","","","Manta net",0.009,"pieces/m3","0.005-1","Medium",36.5987,-125.8362,"27/10/2010",-14008021.707,4383317.383
10616,"Pacific Ocean","","","Manta net",0.009,"pieces/m3","0.005-1","Medium",36.813,-124.5854,"28/10/2010",-13868783.288,4413073.353
10661,"Pacific Ocean","","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",38,-127.817,"03/05/1972",-14228523.355,4579425.813
10697,"Pacific Ocean","","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",38.333,-127.083,"07/11/1972",-14146814.848,4626574.939
6936,"Pacific Ocean","","","Neuston net",2.611356,"pieces/m3","1-10","High",40.68,-128.9,"06/04/2005",-14349082.363,4965255.702
6636,"Pacific Ocean","","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",40.68,-128.9,"17/12/2003",-14349082.363,4965255.702
7836,"Pacific Ocean","","","Neuston net",2.611356,"pieces/m3","1-10","High",40.68,-128.9,"06/08/2009",-14349082.363,4965255.702
8436,"Pacific Ocean","","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",40.68,-128.9,"15/04/2012",-14349082.363,4965255.702
12358,"Pacific Ocean","","","Manta net",0.580413,"pieces/m3","0.005-1","Medium",42.1767,-130.189,"07/12/2019",-14492573.187,5187480.15
12276,"Pacific Ocean","","","Manta net",0.580413,"pieces/m3","0.005-1","Medium",42.1925,-130.1787,"07/12/2019",-14491422.923,5189858.769
12359,"Pacific Ocean","","","Manta net",0.351267,"pieces/m3","0.005-1","Medium",42.1973,-130.174,"07/12/2019",-14490903.395,5190584.957
12277,"Pacific Ocean","","","Manta net",0.35126,"pieces/m3","0.005-1","Medium",42.2112,-130.1615,"07/12/2019",-14489511.901,5192663.91
7636,"Pacific Ocean","","","Neuston net",2.611356,"pieces/m3","1-10","High",40.68,-128.9,"04/12/2008",-14349082.363,4965255.702
7436,"Pacific Ocean","","","Neuston net",2.611356,"pieces/m3","1-10","High",40.68,-128.9,"21/02/2008",-14349082.363,4965255.702
8336,"Pacific Ocean","","","Neuston net",2.611356,"pieces/m3","1-10","High",40.68,-128.9,"03/12/2011",-14349082.363,4965255.702
7136,"Pacific Ocean","","","Neuston net",2.611356,"pieces/m3","1-10","High",40.68,-128.9,"31/03/2006",-14349082.363,4965255.702
6836,"Pacific Ocean","","","Neuston net",2.611356,"pieces/m3","1-10","High",40.68,-128.9,"13/12/2004",-14349082.363,4965255.702
7336,"Pacific Ocean","","","Neuston net",2.611356,"pieces/m3","1-10","High",40.68,-128.9,"07/07/2007",-14349082.363,4965255.702
8036,"Pacific Ocean","","","Neuston net",2.611356,"pieces/m3","1-10","High",40.68,-128.9,"10/12/2010",-14349082.363,4965255.702
6736,"Pacific Ocean","","","Neuston net",2.611356,"pieces/m3","1-10","High",40.68,-128.9,"19/05/2004",-14349082.363,4965255.702
12829,"Pacific Ocean","","","Manta net",0.218331,"pieces/m3","0.005-1","Medium",39.1433,-130.1035,"04/09/2015",-14483055.37,4742211.727
10698,"Pacific Ocean","","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",37.35,-129.267,"06/11/1972",-14389936.616,4488005.209
12827,"Pacific Ocean","","","Manta net",0.246531,"pieces/m3","0.005-1","Medium",39.5112,-130.0977,"04/09/2015",-14482409.717,4795156.158
12830,"Pacific Ocean","","","Manta net",0.340995,"pieces/m3","0.005-1","Medium",39.1098,-130.1168,"05/09/2015",-14484535.92,4737411.706
10662,"Pacific Ocean","","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",37.333,-129.283,"03/05/1972",-14391717.728,4485624.895
12828,"Pacific Ocean","","","Manta net",0.160215,"pieces/m3","0.005-1","Medium",39.1799,-130.095,"04/09/2015",-14482103.589,4747480.743
12826,"Pacific Ocean","","","Manta net",0.271092,"pieces/m3","0.005-1","Medium",40.2589,-130.0129,"04/09/2015",-14472969.825,4903636.556
12825,"Pacific Ocean","","","Manta net",0.239722,"pieces/m3","0.005-1","Medium",40.3028,-130.0122,"04/09/2015",-14472891.901,4910035.111
12834,"Pacific Ocean","","","Manta net",0.176326,"pieces/m3","0.005-1","Medium",38.3216,-130.5008,"05/09/2015",-14527282.604,4624964.349
10658,"Pacific Ocean","","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",39,-132.983,"02/05/1972",-14803599.844,4721671.573
12831,"Pacific Ocean","","","Manta net",0.179689,"pieces/m3","0.005-1","Medium",38.5234,-130.4627,"05/09/2015",-14523046.897,4653623.718
10693,"Pacific Ocean","","","Neuston net",0.007,"pieces/m3","0.005-1","Medium",38.983,-133.017,"23/10/1972",-14807384.707,4719236.761
12833,"Pacific Ocean","","","Manta net",0.699219,"pieces/m3","0.005-1","Medium",38.4594,-130.4462,"05/09/2015",-14521204.56,4644521.343
12789,"Pacific Ocean","","","Manta net",0.941444,"pieces/m3","0.005-1","Medium",39.9738,-130.3088,"24/08/2015",-14505903.696,4862142.96
12832,"Pacific Ocean","","","Manta net",0.375259,"pieces/m3","0.005-1","Medium",38.4919,-130.4317,"05/09/2015",-14519595.993,4649149.744
12788,"Pacific Ocean","","","Manta net",0.640253,"pieces/m3","0.005-1","Medium",39.987,-130.389,"24/08/2015",-14514837.085,4864046.07
12842,"Pacific Ocean","","","Manta net",5.524371,"pieces/m3","1-10","High",37.2542,-131.6262,"07/09/2015",-14652567.125,4474605.46
12841,"Pacific Ocean","","","Manta net",3.081825,"pieces/m3","1-10","High",37.291,-131.5847,"06/09/2015",-14647936.234,4479753.424
12840,"Pacific Ocean","","","Manta net",2.238093,"pieces/m3","1-10","High",37.3324,-131.5925,"06/09/2015",-14648810.092,4485540.894
12839,"Pacific Ocean","","","Manta net",0.844273,"pieces/m3","0.005-1","Medium",37.4751,-131.4895,"06/09/2015",-14637338.619,4505531.115
12835,"Pacific Ocean","","","Manta net",0.063881,"pieces/m3","0.005-1","Medium",38.2776,-130.4749,"05/09/2015",-14524399.429,4618715.947
12836,"Pacific Ocean","","","Manta net",0.128928,"pieces/m3","0.005-1","Medium",38.2432,-130.4863,"06/09/2015",-14525662.906,4613839.013
12837,"Pacific Ocean","","","Manta net",0.808203,"pieces/m3","0.005-1","Medium",37.5665,-131.4851,"06/09/2015",-14636854.379,4518373.532
12838,"Pacific Ocean","","","Manta net",0.900901,"pieces/m3","0.005-1","Medium",37.526,-131.4816,"06/09/2015",-14636464.761,4512673.204
12845,"Pacific Ocean","","","Manta net",1.511378,"pieces/m3","1-10","High",36.8449,-132.9469,"07/09/2015",-14799575.645,4417502.886
12844,"Pacific Ocean","","","Manta net",1.176606,"pieces/m3","1-10","High",36.852,-132.8787,"07/09/2015",-14791994.787,4418490.569
12846,"Pacific Ocean","","","Manta net",1.578621,"pieces/m3","1-10","High",36.7951,-133.1918,"07/09/2015",-14826843.354,4410577.772
12847,"Pacific Ocean","","","Manta net",2.413135,"pieces/m3","1-10","High",36.7486,-133.1945,"07/09/2015",-14827143.916,4404115.615
12848,"Pacific Ocean","","","Manta net",3.215274,"pieces/m3","1-10","High",36.6861,-133.2069,"08/09/2015",-14828524.278,4395443.026
12843,"Pacific Ocean","","","Manta net",1.106487,"pieces/m3","1-10","High",36.8589,-132.8048,"07/09/2015",-14783768.277,4419457.473
12416,"Pacific Ocean","","","Manta net",0.124107,"pieces/m3","0.005-1","Medium",37.11,-132.06,"23/08/2019",-14700851.954,4454450.48
11574,"Pacific Ocean","","","Neuston net",0.425735,"pieces/m3","0.005-1","Medium",37.2045,-133.865,"16/09/2007",-14901783.635,4467649.912
14482,"Arctic Ocean","","","Intake seawater pump",1,"pieces/m3","1-10","High",86.8767,-135.06,"28/08/2016",-15034810.427,22975556.876
9345,"Pacific Ocean","Coastal Waters of Southeast Alaska and British Columbia","","Grab sample",0,"pieces/m3","0-0.0005","Very Low",57.0525,-135.3491,"09/01/2015",-15066992.891,7770856.796
9349,"Pacific Ocean","Coastal Waters of Southeast Alaska and British Columbia","","Grab sample",0,"pieces/m3","0-0.0005","Very Low",57.1016,-135.4066,"09/01/2015",-15073393.762,7780913.245
6353,"Pacific Ocean","Coastal Waters of Southeast Alaska and British Columbia","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",57.14,-134.05,"12/07/2002",-14922377.741,7788787.455
6354,"Pacific Ocean","Coastal Waters of Southeast Alaska and British Columbia","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",57.51,-135.18,"12/07/2002",-15048168.765,7865080.628
6356,"Pacific Ocean","","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",57.22,-136.23,"13/07/2002",-15165054.231,7805218.335
6355,"Pacific Ocean","","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",57.3,-136.21,"13/07/2002",-15162827.841,7821684.881
9903,"Arctic Ocean","Beaufort Sea","","Grab sample",0.176,"pieces/m3","0.005-1","Medium",70.072,-135.4052,"12/08/2016",-15073237.915,11092190.515
14481,"Arctic Ocean","","","Intake seawater pump",1.5,"pieces/m3","1-10","High",86.9868,-135.84,"27/08/2016",-15121639.629,23204561.682
6351,"Pacific Ocean","Coastal Waters of Southeast Alaska and British Columbia","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",56.61,-134.58,"10/07/2002",-14981377.071,7680820.31
9348,"Pacific Ocean","Coastal Waters of Southeast Alaska and British Columbia","","Grab sample",0.001,"pieces/m3","0.0005-0.005","Low",57.0325,-135.3947,"09/01/2015",-15072069.06,7766764.294
6359,"Pacific Ocean","","","Neuston net",0.02492,"pieces/m3","0.005-1","Medium",55.38,-134.24,"18/07/2002",-14943528.444,7435968.408
6350,"Pacific Ocean","","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",55.43,-134.72,"09/07/2002",-14996961.8,7445771.597
6358,"Pacific Ocean","Coastal Waters of Southeast Alaska and British Columbia","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",56.54,-135.15,"17/07/2002",-15044829.181,7666674.102
9346,"Pacific Ocean","Coastal Waters of Southeast Alaska and British Columbia","","Grab sample",0.002,"pieces/m3","0.0005-0.005","Low",57.0428,-135.325,"09/01/2015",-15064310.092,7768871.657
6357,"Pacific Ocean","","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",56.88,-136.1,"14/07/2002",-15150582.697,7735631.163
9347,"Pacific Ocean","Coastal Waters of Southeast Alaska and British Columbia","","Grab sample",0.015,"pieces/m3","0.005-1","Medium",57.0386,-135.3736,"09/01/2015",-15069720.219,7768012.274
14539,"Arctic Ocean","","","CTD rosette sampler",0,"pieces/m3","0-0.0005","Very Low",86.7501,-140.8822,"26/08/2016",-15682935.879,22722075.26
14540,"Arctic Ocean","","","CTD rosette sampler",42,"pieces/m3",">=10","Very High",86.7501,-140.8822,"26/08/2016",-15682935.879,22722075.26
14542,"Arctic Ocean","","","CTD rosette sampler",0,"pieces/m3","0-0.0005","Very Low",86.7501,-140.8822,"26/08/2016",-15682935.879,22722075.26
14544,"Arctic Ocean","","","CTD rosette sampler",21,"pieces/m3",">=10","Very High",86.7501,-140.8822,"26/08/2016",-15682935.879,22722075.26
14479,"Arctic Ocean","","","Intake seawater pump",0.5,"pieces/m3","0.005-1","Medium",86.7524,-140.86,"26/08/2016",-15680463.473,22726514.631
14543,"Arctic Ocean","","","CTD rosette sampler",21,"pieces/m3",">=10","Very High",86.7501,-140.8822,"26/08/2016",-15682935.879,22722075.26
14480,"Arctic Ocean","","","Intake seawater pump",1.7,"pieces/m3","1-10","High",86.9682,-138.16,"27/08/2016",-15379900.848,23165293.274
14541,"Arctic Ocean","","","CTD rosette sampler",0,"pieces/m3","0-0.0005","Very Low",86.7501,-140.8822,"26/08/2016",-15682935.879,22722075.26
9689,"Pacific Ocean","Gulf of Alaska","","Grab sample",0,"pieces/m3","0-0.0005","Very Low",60.5437,-145.7625,"13/12/2015",-16226207.277,8521794.377
9895,"Pacific Ocean","Gulf of Alaska","","Grab sample",0.005,"pieces/m3","0.005-1","Medium",60.678,-145.941,"03/10/2016",-16246077.806,8552259.125
9690,"Pacific Ocean","Gulf of Alaska","","Grab sample",0.012,"pieces/m3","0.005-1","Medium",60.5627,-145.743,"13/12/2015",-16224036.547,8526096.665
14489,"Arctic Ocean","","","Intake seawater pump",0.4,"pieces/m3","0.005-1","Medium",82.293,-143.86,"02/09/2016",-16014421.946,17206528.163
14486,"Arctic Ocean","","","Intake seawater pump",0.5,"pieces/m3","0.005-1","Medium",84.4969,-143.82,"30/08/2016",-16009969.166,19359517.18
14487,"Arctic Ocean","","","Intake seawater pump",2,"pieces/m3","1-10","High",83.6959,-143.37,"30/08/2016",-15959875.395,18491267.622
14488,"Arctic Ocean","","","Intake seawater pump",1,"pieces/m3","1-10","High",82.394,-141.82,"02/09/2016",-15787330.184,17290916.909
14483,"Arctic Ocean","","","Intake seawater pump",0.4,"pieces/m3","0.005-1","Medium",86.2319,-138.81,"28/08/2016",-15452258.517,21777783.518
12446,"Pacific Ocean","","","Neuston net",0.033507,"pieces/m3","0.005-1","Medium",54.671,-144.2926,"05/03/2019",-16062576.865,7298273.965
12431,"Pacific Ocean","","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",55.5733,-143.0597,"28/02/2019",-15925329.283,7473926.649
12430,"Pacific Ocean","","","Neuston net",0.013169,"pieces/m3","0.005-1","Medium",56.5706,-142.8498,"28/02/2019",-15901970.669,7672851.359
12429,"Pacific Ocean","","","Neuston net",0.01483,"pieces/m3","0.005-1","Medium",56.6527,-144.315,"27/02/2019",-16065072.091,7689472.501
8833,"Pacific Ocean","Coastal Waters of Southeast Alaska and British Columbia","","Grab sample",0.003,"pieces/m3","0.0005-0.005","Low",58.1296,-136.4367,"30/08/2014",-15188063.97,7994591.866
9447,"Pacific Ocean","Gulf of Alaska","","Grab sample",0.002,"pieces/m3","0.0005-0.005","Low",60.1946,-145.3325,"14/05/2015",-16178339.896,8443191.458
9593,"Pacific Ocean","Gulf of Alaska","","Grab sample",0.012,"pieces/m3","0.005-1","Medium",59.9816,-139.4554,"27/06/2015",-15524104.116,8395642.471
9448,"Pacific Ocean","Gulf of Alaska","","Grab sample",0,"pieces/m3","0-0.0005","Very Low",60.3903,-145.7124,"24/05/2015",-16220630.17,8487151.267
9798,"Pacific Ocean","Gulf of Alaska","","Grab sample",0,"pieces/m3","0-0.0005","Very Low",60.7,-147.07,"24/05/2016",-16371757.511,8557261.739
9894,"Pacific Ocean","Gulf of Alaska","","Grab sample",0.012,"pieces/m3","0.005-1","Medium",60.774,-147.029,"01/10/2016",-16367193.412,8574113.873
14484,"Arctic Ocean","","","Intake seawater pump",0,"pieces/m3","0-0.0005","Very Low",85.9511,-148.01,"29/08/2016",-16476397.832,21319003.525
9891,"Pacific Ocean","Gulf of Alaska","","Grab sample",0,"pieces/m3","0-0.0005","Very Low",60.797,-148.093,"25/09/2016",-16485637.35,8579359.622
9902,"Arctic Ocean","Beaufort Sea","","Grab sample",0.28,"pieces/m3","0.005-1","Medium",70.7246,-147.2503,"08/08/2016",-16391828.415,11308757.197
9892,"Pacific Ocean","Gulf of Alaska","","Grab sample",0.009,"pieces/m3","0.005-1","Medium",60.991,-147.587,"29/09/2016",-16429309.688,8623756.959
14485,"Arctic Ocean","","","Intake seawater pump",0,"pieces/m3","0-0.0005","Very Low",85.279,-146.58,"29/08/2016",-16317210.96,20338523.589
9893,"Pacific Ocean","Gulf of Alaska","","Grab sample",0,"pieces/m3","0-0.0005","Very Low",60.967,-147.392,"30/09/2016",-16407602.387,8618249.843
9674,"Pacific Ocean","Gulf of Alaska","","Grab sample",0.013,"pieces/m3","0.005-1","Medium",60.3119,-148.0556,"02/12/2015",-16481474.001,8469508.778
9681,"Pacific Ocean","Gulf of Alaska","","Grab sample",0.006,"pieces/m3","0.005-1","Medium",60.3307,-148.02,"04/12/2015",-16477511.027,8473735.512
9653,"Pacific Ocean","Gulf of Alaska","","Grab sample",0.011,"pieces/m3","0.005-1","Medium",60.3735,-146.2318,"23/11/2015",-16278449.514,8483367.162
9682,"Pacific Ocean","Gulf of Alaska","","Grab sample",0.011,"pieces/m3","0.005-1","Medium",60.4667,-148.399,"04/12/2015",-16519701.114,8504384.608
9683,"Pacific Ocean","Gulf of Alaska","","Grab sample",0.026,"pieces/m3","0.005-1","Medium",60.4848,-148.3438,"04/12/2015",-16513556.278,8508473.317
9687,"Pacific Ocean","Gulf of Alaska","","Grab sample",0.006,"pieces/m3","0.005-1","Medium",60.5188,-147.3523,"07/12/2015",-16403183.003,8516159.938
9688,"Pacific Ocean","Gulf of Alaska","","Grab sample",0.006,"pieces/m3","0.005-1","Medium",60.4762,-147.4719,"07/12/2015",-16416496.814,8506530.331
9684,"Pacific Ocean","Gulf of Alaska","","Grab sample",0.006,"pieces/m3","0.005-1","Medium",60.4859,-148.2687,"04/12/2015",-16505196.185,8508721.876
12432,"Pacific Ocean","","","Neuston net",0.017936,"pieces/m3","0.005-1","Medium",55.5623,-145.9762,"01/03/2019",-16250001.818,7471777.359
12426,"Pacific Ocean","","","Neuston net",0.078263,"pieces/m3","0.005-1","Medium",54.7706,-147.4982,"26/02/2019",-16419420.843,7317467.657
12427,"Pacific Ocean","","","Neuston net",0.016649,"pieces/m3","0.005-1","Medium",55.7903,-147.5105,"26/02/2019",-16420793.747,7516789.608
12428,"Pacific Ocean","","","Neuston net",0.009593,"pieces/m3","0.005-1","Medium",56.7847,-145.9501,"27/02/2019",-16247088.921,7716233.239
9672,"Pacific Ocean","Gulf of Alaska","","Grab sample",0.008,"pieces/m3","0.005-1","Medium",60.0302,-148.039,"02/12/2015",-16479626.098,8406464.658
9673,"Pacific Ocean","Gulf of Alaska","","Grab sample",0.008,"pieces/m3","0.005-1","Medium",60.0452,-147.5561,"02/12/2015",-16425869.915,8409808.054
9685,"Pacific Ocean","Gulf of Alaska","","Grab sample",0.016,"pieces/m3","0.005-1","Medium",60.1536,-147.3296,"05/12/2015",-16400656.051,8434014.92
9686,"Pacific Ocean","Gulf of Alaska","","Grab sample",0.01,"pieces/m3","0.005-1","Medium",60.2129,-147.1716,"05/12/2015",-16383067.571,8447291.028
12460,"Pacific Ocean","","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",48.722,-138.3453,"14/03/2019",-15400532.023,6227821.583
12417,"Pacific Ocean","","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",47.5555,-137.0703,"20/02/2019",-15258599.672,6033221.898
12461,"Pacific Ocean","","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",48.7011,-136.8218,"14/03/2019",-15230927.539,6224292.798
6346,"Pacific Ocean","","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",53.26,-134.15,"06/07/2002",-14933509.69,7031236.44
6348,"Pacific Ocean","","","Neuston net",0.004152,"pieces/m3","0.0005-0.005","Low",53.43,-135.65,"07/07/2002",-15100488.926,7062935.763
12418,"Pacific Ocean","","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",47.6801,-138.306,"21/02/2019",-15396153.494,6053796.115
6347,"Pacific Ocean","","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",53.31,-135.67,"07/07/2002",-15102715.316,7040546.66
6349,"Pacific Ocean","","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",54.05,-135.29,"08/07/2002",-15060413.909,7179631.388
12459,"Pacific Ocean","","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",49.7672,-138.4558,"13/03/2019",-15412832.827,6406050.482
6535,"Pacific Ocean","","","Neuston net",0.015948,"pieces/m3","0.005-1","Medium",40.82,-135.73,"20/07/2003",-15109394.485,4985827.849
12762,"Pacific Ocean","","","Manta net",2.834407,"pieces/m3","1-10","High",39.8454,-139.6602,"10/08/2015",-15546902.348,4843508.846
12763,"Pacific Ocean","","","Manta net",2.587281,"pieces/m3","1-10","High",39.9051,-139.5802,"10/08/2015",-15537996.789,4852153.982
10586,"Pacific Ocean","","","Manta net",0.358,"pieces/m3","0.005-1","Medium",39.389,-136.1213,"18/08/2009",-15152953.802,4777546.653
12761,"Pacific Ocean","","","Manta net",1.250812,"pieces/m3","1-10","High",39.7888,-139.7357,"09/08/2015",-15555312.536,4835305.812
6534,"Pacific Ocean","","","Neuston net",0.026448,"pieces/m3","0.005-1","Medium",41.07,-137.24,"19/07/2003",-15277486.916,5022672.137
11718,"Pacific Ocean","","","Neuston net",2.139785,"pieces/m3","1-10","High",42.0602,-137.5418,"21/11/2011",-15311083.139,5170001.382
11719,"Pacific Ocean","","","Neuston net",0.461119,"pieces/m3","0.005-1","Medium",43.6962,-134.5772,"22/11/2011",-14981065.376,5418548.17
12455,"Pacific Ocean","","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",51.7743,-141.4485,"09/03/2019",-15745974.993,6759424.367
12443,"Pacific Ocean","","","Neuston net",0.030317,"pieces/m3","0.005-1","Medium",51.7782,-144.5077,"04/03/2019",-16086519.906,6760129.094
12449,"Pacific Ocean","","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",52.5546,-143.0206,"06/03/2019",-15920978.473,6901029.097
12445,"Pacific Ocean","","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",53.7725,-144.5008,"05/03/2019",-16085759.149,7127187.712
12448,"Pacific Ocean","","","Neuston net",0.078349,"pieces/m3","0.005-1","Medium",53.5462,-143.0077,"06/03/2019",-15919540.67,7084670.015
12444,"Pacific Ocean","","","Neuston net",0.042016,"pieces/m3","0.005-1","Medium",52.7813,-144.485,"05/03/2019",-16083996.627,6942637.152
12447,"Pacific Ocean","","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",54.5561,-143.0019,"06/03/2019",-15918900.583,7276183.193
12456,"Pacific Ocean","","","Neuston net",0.116698,"pieces/m3","0.005-1","Medium",53.7188,-141.3314,"10/03/2019",-15732941.262,7117069.831
12453,"Pacific Ocean","","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",48.734,-142.8466,"08/03/2019",-15901608.881,6229846.696
