"OBJECTID","Oceans","Regions","SubRegions","Sampling.Method","Microplastics.Measurement.Density","Unit","Density.Class.Range","Concentration.Class","Latitude","Longitude","Date","x","y"
11387,"Pacific Ocean","","","AVANI net",0.038025,"pieces/m3","0.005-1","Medium",-26.9927,-80.5856,"18/10/2015",-8970752.41,-3122564.737
11389,"Pacific Ocean","","","Neuston net",0.047725,"pieces/m3","0.005-1","Medium",-26.9945,-80.5838,"18/10/2015",-8970553.148,-3122780.866
2776,"Atlantic Ocean","Caribbean Sea","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",13.23,-81.35,"04/03/1992",-9055840.576,1486021.486
2777,"Atlantic Ocean","Caribbean Sea","","Neuston net",0.00216,"pieces/m3","0.0005-0.005","Low",13.82,-81.58,"08/03/1992",-9081444.059,1553573.669
9801,"Atlantic Ocean","Caribbean Sea","","Grab sample",0,"pieces/m3","0-0.0005","Very Low",9.2915,-82.0875,"05/05/2016",-9137938.7,1038888.569
8716,"Atlantic Ocean","Caribbean Sea","","Grab sample",0.027,"pieces/m3","0.005-1","Medium",9.3385,-82.2399,"01/01/2014",-9154903.791,1044190.5
9743,"Atlantic Ocean","Caribbean Sea","","Grab sample",0.007,"pieces/m3","0.005-1","Medium",12.301,-82.986,"18/02/2016",-9237959.263,1379983.443
2459,"Atlantic Ocean","Caribbean Sea","","Neuston net",0.00216,"pieces/m3","0.0005-0.005","Low",16.4,-82.63,"27/12/1987",-9198329.524,1851091.812
2458,"Atlantic Ocean","Caribbean Sea","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",16.4,-82.63,"27/12/1987",-9198329.524,1851091.812
5611,"Atlantic Ocean","Caribbean Sea","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",16.41,-83.37,"15/04/2006",-9280705.947,1852252.249
2783,"Atlantic Ocean","Caribbean Sea","","Neuston net",0.025916,"pieces/m3","0.005-1","Medium",15.97,-81.77,"10/03/1992",-9102594.762,1801248.859
5610,"Atlantic Ocean","Caribbean Sea","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",16.42,-83.38,"15/04/2006",-9281819.142,1853412.746
12169,"Pacific Ocean","","","Plankton net",0.35,"pieces/m3","0.005-1","Medium",0,-82,"05/10/2017",-9128198.245,0
12170,"Pacific Ocean","","","Plankton net",0.61,"pieces/m3","0.005-1","Medium",0.5,-82,"05/10/2017",-9128198.245,55660.452
12171,"Pacific Ocean","","","Plankton net",0.65,"pieces/m3","0.005-1","Medium",1,-82,"05/10/2017",-9128198.245,111325.143
9985,"Pacific Ocean","","","Grab sample",0.005,"pieces/m3","0.005-1","Medium",7.4795,-82.2342,"04/06/2016",-9154269.27,834989.045
9979,"Pacific Ocean","","","Grab sample",0,"pieces/m3","0-0.0005","Very Low",7.693,-81.7568,"23/05/2016",-9101125.345,858965.632
9571,"Pacific Ocean","","","Grab sample",0.004,"pieces/m3","0.0005-0.005","Low",8.3982,-83.3481,"16/07/2015",-9278268.051,938249.039
9986,"Pacific Ocean","","","Grab sample",0.001,"pieces/m3","0.0005-0.005","Low",8.6209,-83.1542,"14/06/2016",-9256683.201,963315.861
8715,"Atlantic Ocean","Caribbean Sea","","Grab sample",0.023,"pieces/m3","0.005-1","Medium",9.2879,-82.3912,"31/12/2013",-9171746.43,1038482.493
12166,"Pacific Ocean","","","Plankton net",0.43,"pieces/m3","0.005-1","Medium",-1.5,-82,"04/10/2017",-9128198.245,-166998.314
12164,"Pacific Ocean","","","Plankton net",0.73,"pieces/m3","0.005-1","Medium",-2.5,-82,"03/10/2017",-9128198.245,-278387.076
12163,"Pacific Ocean","","","Plankton net",0.3,"pieces/m3","0.005-1","Medium",-3,-82,"03/10/2017",-9128198.245,-334111.171
11755,"Pacific Ocean","","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",-33.1071,-82.387,"28/03/2011",-9171278.888,-3909528.341
12165,"Pacific Ocean","","","Plankton net",0.65,"pieces/m3","0.005-1","Medium",-2,-82,"03/10/2017",-9128198.245,-222684.209
12116,"Pacific Ocean","","","Manta net",0.133389,"pieces/m3","0.005-1","Medium",-33.1071,-82.387,"28/03/2011",-9171278.888,-3909528.341
12167,"Pacific Ocean","","","Plankton net",0.5,"pieces/m3","0.005-1","Medium",-1,-82,"04/10/2017",-9128198.245,-111325.143
12168,"Pacific Ocean","","","Plankton net",0.34,"pieces/m3","0.005-1","Medium",-0.5,-82,"04/10/2017",-9128198.245,-55660.452
1250,"Atlantic Ocean","Caribbean Sea","","Neuston net",0.00432,"pieces/m3","0.0005-0.005","Low",16.35,-84.48,"25/12/1996",-9404270.582,1845290.52
2463,"Atlantic Ocean","Caribbean Sea","","Neuston net",0.00216,"pieces/m3","0.0005-0.005","Low",16.36,-84.47,"28/12/1987",-9403157.387,1846450.66
2462,"Atlantic Ocean","Caribbean Sea","","Neuston net",0.00216,"pieces/m3","0.0005-0.005","Low",16.36,-84.47,"28/12/1987",-9403157.387,1846450.66
5612,"Atlantic Ocean","Caribbean Sea","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",16.38,-84.74,"16/04/2006",-9433213.65,1848771.117
4952,"Atlantic Ocean","Caribbean Sea","","Neuston net",0,"pieces/m3","0-0.0005","Very Low",16.39,-84.34,"03/03/2003",-9388685.854,1849931.435
4638,"Atlantic Ocean","Caribbean Sea","","Neuston net",0.00864,"pieces/m3","0.005-1","Medium",16.41,-84.65,"25/12/2000",-9423194.896,1852252.249
4637,"Atlantic Ocean","Caribbean Sea","","Neuston net",0.00216,"pieces/m3","0.0005-0.005","Low",16.41,-84.65,"25/12/2000",-9423194.896,1852252.249
1759,"Atlantic Ocean","Caribbean Sea","","Neuston net",0.053996,"pieces/m3","0.005-1","Medium",16.43,-84.47,"08/03/2000",-9403157.387,1854573.302
12172,"Pacific Ocean","","","Plankton net",0.63,"pieces/m3","0.005-1","Medium",1,-84,"06/10/2017",-9350837.227,111325.143
20100,"Pacific Ocean","","","Hand picking",NA,"pieces/10 mins","2-40","Medium",9.595,-84.6218,"15/10/2021",-9420055.686,1073138.207
9298,"Pacific Ocean","","","Grab sample",0,"pieces/m3","0-0.0005","Very Low",9.597,-84.679,"10/12/2014",-9426423.161,1073364.005
20098,"Pacific Ocean","","","Hand picking",NA,"pieces/10 mins","40-200","High",9.5977,-84.6202,"14/10/2021",-9419877.575,1073443.035
1758,"Atlantic Ocean","Caribbean Sea","","Neuston net",0.028076,"pieces/m3","0.005-1","Medium",16.2,-83.99,"08/03/2000",-9349724.032,1827895.533
